Category,Question ID,Question,Source,Answers
Testing - Importance,50,why are we testing for covid,Author Generated,"antibody tests cannot be used alone to rule out covid. however, they can serve an important role. using antibody tests on many patients may help the medical community better understand the immune response in patients over time and how many people may have been infected."
Testing - Importance,50,do covid tests help,Author Generated,"antibody tests cannot be used alone to rule out covid. however, they can serve an important role. using antibody tests on many patients may help the medical community better understand the immune response in patients over time and how many people may have been infected."
Testing - Importance,50,what is the point of testing people for covid,Author Generated,"antibody tests cannot be used alone to rule out covid. however, they can serve an important role. using antibody tests on many patients may help the medical community better understand the immune response in patients over time and how many people may have been infected."
Prevention - DIY Hand Sanitizer,80,can i make my own hand sanitizer,John Hopkins University,"there are no studies supporting the effectiveness of homemade hand sanitizer blend in killing the new covid on peoples hands., the fda does not recommend that consumers make their own hand sanitizer. , the cdc advises using hand sanitizer that contains at least 60% alcohol. , cdc does not encourage the production and use of homemade hand sanitizer products."
Prevention - DIY Hand Sanitizer,80,if i cant find hand sanitizer in the store can i make my own,Food and Drug Administration,"there are no studies supporting the effectiveness of homemade hand sanitizer blend in killing the new covid on peoples hands., the fda does not recommend that consumers make their own hand sanitizer. , the cdc advises using hand sanitizer that contains at least 60% alcohol. , cdc does not encourage the production and use of homemade hand sanitizer products."
Prevention - DIY Hand Sanitizer,80,can i use vodka as hand sanitizer,Cable News Network,"there are no studies supporting the effectiveness of homemade hand sanitizer blend in killing the new covid on peoples hands., the fda does not recommend that consumers make their own hand sanitizer. , the cdc advises using hand sanitizer that contains at least 60% alcohol. , cdc does not encourage the production and use of homemade hand sanitizer products."
Prevention - DIY Hand Sanitizer,80,should i make my own hand sanitizer if i cant find it in the stores,Center for Disease Control,"there are no studies supporting the effectiveness of homemade hand sanitizer blend in killing the new covid on peoples hands., the fda does not recommend that consumers make their own hand sanitizer. , the cdc advises using hand sanitizer that contains at least 60% alcohol. , cdc does not encourage the production and use of homemade hand sanitizer products."
Prevention - DIY Hand Sanitizer,80,can homemade hand sanitizer replace real hand sanitizer,Author Generated,"there are no studies supporting the effectiveness of homemade hand sanitizer blend in killing the new covid on peoples hands., the fda does not recommend that consumers make their own hand sanitizer. , the cdc advises using hand sanitizer that contains at least 60% alcohol. , cdc does not encourage the production and use of homemade hand sanitizer products."
Prevention - DIY Hand Sanitizer,80,is diy hand sanitizer useful,Author Generated,"there are no studies supporting the effectiveness of homemade hand sanitizer blend in killing the new covid on peoples hands., the fda does not recommend that consumers make their own hand sanitizer. , the cdc advises using hand sanitizer that contains at least 60% alcohol. , cdc does not encourage the production and use of homemade hand sanitizer products."
Transmission - Infection by Asymptomatic Carriers,87,can someone spread the virus without being sick,Illinois Department of Public Health,"some spread might be possible before people show symptoms. , since the virus is transmitted through respiratory droplets, the risk of catching it from somebody who is asymptomatic, even a contact of a confirmed covid case, is low. , when you speak, sometimes youll spit a little bit. youll rub your nose. youll touch your mouth. youll rub your eyes. and then youll touch other surfaces, and then you will be spreading virus if you are infected and shedding asymptomatically., the risk of catching covid from someone with no symptoms at all is very low. "
Transmission - Infection by Asymptomatic Carriers,87,can i catch the virus from being in an enclosed space in close proximity to someone who doesnt have respiratory symptoms,United Nations,"some spread might be possible before people show symptoms. , since the virus is transmitted through respiratory droplets, the risk of catching it from somebody who is asymptomatic, even a contact of a confirmed covid case, is low. , when you speak, sometimes youll spit a little bit. youll rub your nose. youll touch your mouth. youll rub your eyes. and then youll touch other surfaces, and then you will be spreading virus if you are infected and shedding asymptomatically., the risk of catching covid from someone with no symptoms at all is very low. "
Transmission - Infection by Asymptomatic Carriers,87,how can someone spread covid when asymptomatic,Cable News Network,"some spread might be possible before people show symptoms. , since the virus is transmitted through respiratory droplets, the risk of catching it from somebody who is asymptomatic, even a contact of a confirmed covid case, is low. , when you speak, sometimes youll spit a little bit. youll rub your nose. youll touch your mouth. youll rub your eyes. and then youll touch other surfaces, and then you will be spreading virus if you are infected and shedding asymptomatically., the risk of catching covid from someone with no symptoms at all is very low. "
Transmission - Infection by Asymptomatic Carriers,87,can covid be caught from a person who has no symptoms,Washington DC Area Television Station,"some spread might be possible before people show symptoms. , since the virus is transmitted through respiratory droplets, the risk of catching it from somebody who is asymptomatic, even a contact of a confirmed covid case, is low. , when you speak, sometimes youll spit a little bit. youll rub your nose. youll touch your mouth. youll rub your eyes. and then youll touch other surfaces, and then you will be spreading virus if you are infected and shedding asymptomatically., the risk of catching covid from someone with no symptoms at all is very low. "
Transmission - Infection by Asymptomatic Carriers,87,are covid carriers contagious,Yahoo Search,"some spread might be possible before people show symptoms. , since the virus is transmitted through respiratory droplets, the risk of catching it from somebody who is asymptomatic, even a contact of a confirmed covid case, is low. , when you speak, sometimes youll spit a little bit. youll rub your nose. youll touch your mouth. youll rub your eyes. and then youll touch other surfaces, and then you will be spreading virus if you are infected and shedding asymptomatically., the risk of catching covid from someone with no symptoms at all is very low. "
Transmission - Infection by Asymptomatic Carriers,87,is it possible to be infected by an asymptomatic person,Author Generated,"some spread might be possible before people show symptoms. , since the virus is transmitted through respiratory droplets, the risk of catching it from somebody who is asymptomatic, even a contact of a confirmed covid case, is low. , when you speak, sometimes youll spit a little bit. youll rub your nose. youll touch your mouth. youll rub your eyes. and then youll touch other surfaces, and then you will be spreading virus if you are infected and shedding asymptomatically., the risk of catching covid from someone with no symptoms at all is very low. "
Prevention - Going Outdoors,90,can i go outdoors,Illinois Department of Public Health,"yes, go outdoors for fresh air and exercise. ride a bike, walk the dog, go for a hike, jog. social distancing does not mean staying indoors, it means avoiding close contact with people., walk dogs on a leash, maintaining at least 6 feet (2 meters) from other people and animals, do not gather in groups, and stay out of crowded places and avoid mass gatherings. "
Prevention - Going Outdoors,90,can i walk my dog,Center for Disease Control,"yes, go outdoors for fresh air and exercise. ride a bike, walk the dog, go for a hike, jog. social distancing does not mean staying indoors, it means avoiding close contact with people., walk dogs on a leash, maintaining at least 6 feet (2 meters) from other people and animals, do not gather in groups, and stay out of crowded places and avoid mass gatherings. "
Prevention - Going Outdoors,90,is it risky to leave my house to exercise,Author Generated,"yes, go outdoors for fresh air and exercise. ride a bike, walk the dog, go for a hike, jog. social distancing does not mean staying indoors, it means avoiding close contact with people., walk dogs on a leash, maintaining at least 6 feet (2 meters) from other people and animals, do not gather in groups, and stay out of crowded places and avoid mass gatherings. "
Prevention - Going Outdoors,90,will i get covid if i go outside,Author Generated,"yes, go outdoors for fresh air and exercise. ride a bike, walk the dog, go for a hike, jog. social distancing does not mean staying indoors, it means avoiding close contact with people., walk dogs on a leash, maintaining at least 6 feet (2 meters) from other people and animals, do not gather in groups, and stay out of crowded places and avoid mass gatherings. "
Prevention - Going Outdoors,90,should i get out of the house,Author Generated,"yes, go outdoors for fresh air and exercise. ride a bike, walk the dog, go for a hike, jog. social distancing does not mean staying indoors, it means avoiding close contact with people., walk dogs on a leash, maintaining at least 6 feet (2 meters) from other people and animals, do not gather in groups, and stay out of crowded places and avoid mass gatherings. "
Prevention - Going Outdoors,90,am i allowed to go out,Author Generated,"yes, go outdoors for fresh air and exercise. ride a bike, walk the dog, go for a hike, jog. social distancing does not mean staying indoors, it means avoiding close contact with people., walk dogs on a leash, maintaining at least 6 feet (2 meters) from other people and animals, do not gather in groups, and stay out of crowded places and avoid mass gatherings. "
Societal Response - Health Departments,95,what should health care providers laboratories and health departments do,Illinois Department of Public Health,"health care providers and laboratories should report suspect covid cases immediately (within 3 hours) to their local health department., covid patients should be admitted"
Societal Response - Health Departments,95,what are the steps that a hospital should take after covid outbreak,GitHub.com/deepset-ai/COVID-QA,"health care providers and laboratories should report suspect covid cases immediately (within 3 hours) to their local health department., covid patients should be admitted"
Societal Response - Health Departments,95,how should medical centers respond to a covid patient,Author Generated,"health care providers and laboratories should report suspect covid cases immediately (within 3 hours) to their local health department., covid patients should be admitted"
Societal Response - Health Departments,95,are there any specific procedures for hospitals to follow,Author Generated,"health care providers and laboratories should report suspect covid cases immediately (within 3 hours) to their local health department., covid patients should be admitted"
Societal Response - Health Departments,95,how are hospitals dealing with covid,Author Generated,"health care providers and laboratories should report suspect covid cases immediately (within 3 hours) to their local health department., covid patients should be admitted"
Societal Response - Health Departments,95,do hospitals have special steps for covid patients,Author Generated,"health care providers and laboratories should report suspect covid cases immediately (within 3 hours) to their local health department., covid patients should be admitted"
Prevention - Going to Work,688,when should we identify ourselves as being sick and stay at home,United Nations,"although a fever is a sure sign that you are sick enough not to come to work, anyone experiencing respiratory symptoms like coughing and sneezing should stay at home. "
Prevention - Going to Work,688,is it risky to continue going to work,Author Generated,"although a fever is a sure sign that you are sick enough not to come to work, anyone experiencing respiratory symptoms like coughing and sneezing should stay at home. "
Prevention - Going to Work,688,at what point should i stop going to work,Author Generated,"although a fever is a sure sign that you are sick enough not to come to work, anyone experiencing respiratory symptoms like coughing and sneezing should stay at home. "
Prevention - Going to Work,688,how do i know if i should stop going to work,Author Generated,"although a fever is a sure sign that you are sick enough not to come to work, anyone experiencing respiratory symptoms like coughing and sneezing should stay at home. "
Prevention - Going to Work,688,can i still go to work,Author Generated,"although a fever is a sure sign that you are sick enough not to come to work, anyone experiencing respiratory symptoms like coughing and sneezing should stay at home. "
Prevention - Going to Work,688,is it still safe to work,Author Generated,"although a fever is a sure sign that you are sick enough not to come to work, anyone experiencing respiratory symptoms like coughing and sneezing should stay at home. "
Transmission - Donated Blood,107,does covid present a risk to the safety of the nations blood supply,Food and Drug Administration,"in general, respiratory viruses are not known to be transmitted by blood transfusion, and there have been no reported cases of transfusion transmitted covid. "
Transmission - Donated Blood,107,is it possible for donated blood to spread covid,Author Generated,"in general, respiratory viruses are not known to be transmitted by blood transfusion, and there have been no reported cases of transfusion transmitted covid. "
Transmission - Donated Blood,107,can i get infected from donated blood,Author Generated,"in general, respiratory viruses are not known to be transmitted by blood transfusion, and there have been no reported cases of transfusion transmitted covid. "
Transmission - Donated Blood,107,is it dangerous to get donated blood,Author Generated,"in general, respiratory viruses are not known to be transmitted by blood transfusion, and there have been no reported cases of transfusion transmitted covid. "
Transmission - Donated Blood,107,is it risky to receive donated blood,Author Generated,"in general, respiratory viruses are not known to be transmitted by blood transfusion, and there have been no reported cases of transfusion transmitted covid. "
Transmission - Donated Blood,107,how are blood donors being screened,Author Generated,"in general, respiratory viruses are not known to be transmitted by blood transfusion, and there have been no reported cases of transfusion transmitted covid. "
Treatment - Plasma,112,why is convalescent plasma being investigated to treat covid,Food and Drug Administration,convalescent plasma is being investigated for the treatment of covid because there is no approved treatment for this disease and there is some information that suggests it might help some patients recover from covid.
Treatment - Plasma,112,can plasma from covid survivors treat others,Quora,convalescent plasma is being investigated for the treatment of covid because there is no approved treatment for this disease and there is some information that suggests it might help some patients recover from covid.
Treatment - Plasma,112,how successful was plasma therapy against covid,Quora,convalescent plasma is being investigated for the treatment of covid because there is no approved treatment for this disease and there is some information that suggests it might help some patients recover from covid.
Treatment - Plasma,112,will convalescent plasma therapy be the answer to covid,Quora,convalescent plasma is being investigated for the treatment of covid because there is no approved treatment for this disease and there is some information that suggests it might help some patients recover from covid.
Treatment - Plasma,112,was plasma successful in treating covid patients,Author Generated,convalescent plasma is being investigated for the treatment of covid because there is no approved treatment for this disease and there is some information that suggests it might help some patients recover from covid.
Treatment - Plasma,112,could plasma be a treatment for covid,Author Generated,convalescent plasma is being investigated for the treatment of covid because there is no approved treatment for this disease and there is some information that suggests it might help some patients recover from covid.
Treatment - Antibiotics,114,are antibiotics effective in preventing or treating covid,Food and Drug Administration,"no. antibiotics do not work against viruses; they only work on bacterial infections. antibiotics do not prevent or treat covid disease (covid), because covid is caused by a virus, not bacteria., no, antibiotics are not effective against covid because the disease is a viral infection, not a bacterial infection. , no. antibiotics do not work against viruses, they only work on bacterial infections. covid is caused by a virus, so antibiotics do not work."
Treatment - Antibiotics,114,if a covid patient progresses to pneumonia what antibiotics if any have proven to be effective,Cable News Network,"no. antibiotics do not work against viruses; they only work on bacterial infections. antibiotics do not prevent or treat covid disease (covid), because covid is caused by a virus, not bacteria., no, antibiotics are not effective against covid because the disease is a viral infection, not a bacterial infection. , no. antibiotics do not work against viruses, they only work on bacterial infections. covid is caused by a virus, so antibiotics do not work."
Treatment - Antibiotics,114,are antibiotics effective in preventing or treating the covid,Washington DC Area Television Station,"no. antibiotics do not work against viruses; they only work on bacterial infections. antibiotics do not prevent or treat covid disease (covid), because covid is caused by a virus, not bacteria., no, antibiotics are not effective against covid because the disease is a viral infection, not a bacterial infection. , no. antibiotics do not work against viruses, they only work on bacterial infections. covid is caused by a virus, so antibiotics do not work."
Treatment - Antibiotics,114,can covid be treated with antibiotics,Author Generated,"no. antibiotics do not work against viruses; they only work on bacterial infections. antibiotics do not prevent or treat covid disease (covid), because covid is caused by a virus, not bacteria., no, antibiotics are not effective against covid because the disease is a viral infection, not a bacterial infection. , no. antibiotics do not work against viruses, they only work on bacterial infections. covid is caused by a virus, so antibiotics do not work."
Treatment - Antibiotics,114,is covid weak to antibiotics,Author Generated,"no. antibiotics do not work against viruses; they only work on bacterial infections. antibiotics do not prevent or treat covid disease (covid), because covid is caused by a virus, not bacteria., no, antibiotics are not effective against covid because the disease is a viral infection, not a bacterial infection. , no. antibiotics do not work against viruses, they only work on bacterial infections. covid is caused by a virus, so antibiotics do not work."
Treatment - Antibiotics,114,can antibiotics kill covid,Author Generated,"no. antibiotics do not work against viruses; they only work on bacterial infections. antibiotics do not prevent or treat covid disease (covid), because covid is caused by a virus, not bacteria., no, antibiotics are not effective against covid because the disease is a viral infection, not a bacterial infection. , no. antibiotics do not work against viruses, they only work on bacterial infections. covid is caused by a virus, so antibiotics do not work."
Testing - Necessity for Pets,130,should i get my pet tested for covid,Food and Drug Administration,"routine testing of pets for covid is not recommended at this time., no. at this time, routine testing of animals for covid is not recommended. "
Testing - Necessity for Pets,130,do i need to get my pet tested for covid,Center for Disease Control,"routine testing of pets for covid is not recommended at this time., no. at this time, routine testing of animals for covid is not recommended. "
Testing - Necessity for Pets,130,are covid tests being used on pets,Author Generated,"routine testing of pets for covid is not recommended at this time., no. at this time, routine testing of animals for covid is not recommended. "
Testing - Necessity for Pets,130,will pets be tested for covid,Author Generated,"routine testing of pets for covid is not recommended at this time., no. at this time, routine testing of animals for covid is not recommended. "
Testing - Necessity for Pets,130,am i able to test my pet for covid,Author Generated,"routine testing of pets for covid is not recommended at this time., no. at this time, routine testing of animals for covid is not recommended. "
Testing - Necessity for Pets,130,can i test my pet for covid,Author Generated,"routine testing of pets for covid is not recommended at this time., no. at this time, routine testing of animals for covid is not recommended. "
Transmission - Contact Lenses,136,should i stop wearing contacts and switch to glasses,Cable News Network,"there is no evidence to suggest contact lens wearers are more at risk for acquiring covid than eyeglass wearers., people who are healthy can continue to wear and care for their contact lenses as prescribed by their eye care professional."
Transmission - Contact Lenses,136,should contact lens wearers take special precautions to prevent covid,Center for Disease Control,"there is no evidence to suggest contact lens wearers are more at risk for acquiring covid than eyeglass wearers., people who are healthy can continue to wear and care for their contact lenses as prescribed by their eye care professional."
Transmission - Contact Lenses,136,can contacts put me at risk for covid,Author Generated,"there is no evidence to suggest contact lens wearers are more at risk for acquiring covid than eyeglass wearers., people who are healthy can continue to wear and care for their contact lenses as prescribed by their eye care professional."
Transmission - Contact Lenses,136,are contacts likely to spread covid,Author Generated,"there is no evidence to suggest contact lens wearers are more at risk for acquiring covid than eyeglass wearers., people who are healthy can continue to wear and care for their contact lenses as prescribed by their eye care professional."
Transmission - Contact Lenses,136,is it better to wear glasses than contacts,Author Generated,"there is no evidence to suggest contact lens wearers are more at risk for acquiring covid than eyeglass wearers., people who are healthy can continue to wear and care for their contact lenses as prescribed by their eye care professional."
Transmission - Contact Lenses,136,am i more likely to get covid from contacts,Author Generated,"there is no evidence to suggest contact lens wearers are more at risk for acquiring covid than eyeglass wearers., people who are healthy can continue to wear and care for their contact lenses as prescribed by their eye care professional."
Transmission - Demographics: Blood Type,140,are some blood types able to fight this covid better than other blood types,Cable News Network,"with this respiratory virus, (as) with other covides, no, said dr. maria van kerkhove, technical lead for the world health organizations covid response. "
Transmission - Demographics: Blood Type,140,is it true that o+ blood types are immune to the covid,Quora,"with this respiratory virus, (as) with other covides, no, said dr. maria van kerkhove, technical lead for the world health organizations covid response. "
Transmission - Demographics: Blood Type,140,has the link between blood group and the severity of covid effects been confirmed,Quora,"with this respiratory virus, (as) with other covides, no, said dr. maria van kerkhove, technical lead for the world health organizations covid response. "
Transmission - Demographics: Blood Type,140,are certain blood types more resistant to acquiring the covid when exposed than others,Quora,"with this respiratory virus, (as) with other covides, no, said dr. maria van kerkhove, technical lead for the world health organizations covid response. "
Transmission - Demographics: Blood Type,140,what is the relationship between blood type and risk of covid infection,Author Generated,"with this respiratory virus, (as) with other covides, no, said dr. maria van kerkhove, technical lead for the world health organizations covid response. "
Transmission - Demographics: Blood Type,140,do certain blood types have less chance of getting covid,Author Generated,"with this respiratory virus, (as) with other covides, no, said dr. maria van kerkhove, technical lead for the world health organizations covid response. "
Transmission - Reason for Medical Workers being Infected,144,why are medical workers getting sick with or dying from covid if theyre wearing protective gear,Cable News Network,"many health care workers dont actually have enough protective gear to handle the growing influx of covid patients. ,  substantial exposure risk for icu staff because of the following reasons"
Transmission - Reason for Medical Workers being Infected,144,why exposure risk of covid is very high for icu staff and what precautions should be taken,GitHub.com/deepset-ai/COVID-QA,"many health care workers dont actually have enough protective gear to handle the growing influx of covid patients. ,  substantial exposure risk for icu staff because of the following reasons"
Transmission - Reason for Medical Workers being Infected,144,in what ways can covid infect medical staff,Author Generated,"many health care workers dont actually have enough protective gear to handle the growing influx of covid patients. ,  substantial exposure risk for icu staff because of the following reasons"
Transmission - Reason for Medical Workers being Infected,144,for what reasons are hospital workers being exposed to covid,Author Generated,"many health care workers dont actually have enough protective gear to handle the growing influx of covid patients. ,  substantial exposure risk for icu staff because of the following reasons"
Transmission - Reason for Medical Workers being Infected,144,how is covid infecting medical worekrs,Author Generated,"many health care workers dont actually have enough protective gear to handle the growing influx of covid patients. ,  substantial exposure risk for icu staff because of the following reasons"
Transmission - Reason for Medical Workers being Infected,144,how are medical workers being infected,Author Generated,"many health care workers dont actually have enough protective gear to handle the growing influx of covid patients. ,  substantial exposure risk for icu staff because of the following reasons"
Having COVID - Possibility of both Flu and COVID,145,can i have the flu and covid at the same time,Cable News Network,"yes. testing positive for either the flu or covid doesnt exempt you from having the other at the same time. , although the likelihood of coinfection of covid and another respiratory virus is thought to be low, a positive finding of another respiratory pathogen does not exclude the diagnosis of covid"
Having COVID - Possibility of both Flu and COVID,145,is it possible to get infected with covid and another virus,GitHub.com/deepset-ai/COVID-QA,"yes. testing positive for either the flu or covid doesnt exempt you from having the other at the same time. , although the likelihood of coinfection of covid and another respiratory virus is thought to be low, a positive finding of another respiratory pathogen does not exclude the diagnosis of covid"
Having COVID - Possibility of both Flu and COVID,145,can you have two viruses at once,Author Generated,"yes. testing positive for either the flu or covid doesnt exempt you from having the other at the same time. , although the likelihood of coinfection of covid and another respiratory virus is thought to be low, a positive finding of another respiratory pathogen does not exclude the diagnosis of covid"
Having COVID - Possibility of both Flu and COVID,145,will having the flu prevent me from getting covid,Author Generated,"yes. testing positive for either the flu or covid doesnt exempt you from having the other at the same time. , although the likelihood of coinfection of covid and another respiratory virus is thought to be low, a positive finding of another respiratory pathogen does not exclude the diagnosis of covid"
Having COVID - Possibility of both Flu and COVID,145,can you get covid if you already have the flu,Author Generated,"yes. testing positive for either the flu or covid doesnt exempt you from having the other at the same time. , although the likelihood of coinfection of covid and another respiratory virus is thought to be low, a positive finding of another respiratory pathogen does not exclude the diagnosis of covid"
Having COVID - Possibility of both Flu and COVID,145,am i at risk for covid if i have the flu,Author Generated,"yes. testing positive for either the flu or covid doesnt exempt you from having the other at the same time. , although the likelihood of coinfection of covid and another respiratory virus is thought to be low, a positive finding of another respiratory pathogen does not exclude the diagnosis of covid"
Individual Response - Someone in the Household Infected,152,what can i do if my loved one suspects they have covid,Cable News Network,"dont visit family members with suspected illness   keep up with them virtually. , most people who get covid will be able to recover at home., if your child has new or worsening emergency warning signs, such as trouble breathing, pain or pressure in the chest, confusion or inability to wake them up, or bluish lips or face, call 911. "
Individual Response - Someone in the Household Infected,152,what should i do if someone in my house gets sick with covid,Center for Disease Control,"dont visit family members with suspected illness   keep up with them virtually. , most people who get covid will be able to recover at home., if your child has new or worsening emergency warning signs, such as trouble breathing, pain or pressure in the chest, confusion or inability to wake them up, or bluish lips or face, call 911. "
Individual Response - Someone in the Household Infected,152,what if my child or someone else in the home is sick with symptoms of covid,Center for Disease Control,"dont visit family members with suspected illness   keep up with them virtually. , most people who get covid will be able to recover at home., if your child has new or worsening emergency warning signs, such as trouble breathing, pain or pressure in the chest, confusion or inability to wake them up, or bluish lips or face, call 911. "
Individual Response - Someone in the Household Infected,152,how can i stay safe if someone i live with gets covid,Author Generated,"dont visit family members with suspected illness   keep up with them virtually. , most people who get covid will be able to recover at home., if your child has new or worsening emergency warning signs, such as trouble breathing, pain or pressure in the chest, confusion or inability to wake them up, or bluish lips or face, call 911. "
Individual Response - Someone in the Household Infected,152,if a family member gets sick from covid what do i do,Author Generated,"dont visit family members with suspected illness   keep up with them virtually. , most people who get covid will be able to recover at home., if your child has new or worsening emergency warning signs, such as trouble breathing, pain or pressure in the chest, confusion or inability to wake them up, or bluish lips or face, call 911. "
Individual Response - Someone in the Household Infected,152,are there any steps i should take if i think someone i live with has covid,Author Generated,"dont visit family members with suspected illness   keep up with them virtually. , most people who get covid will be able to recover at home., if your child has new or worsening emergency warning signs, such as trouble breathing, pain or pressure in the chest, confusion or inability to wake them up, or bluish lips or face, call 911. "
Individual Response - Being Infected,162,what do i do if i think im sick,Cable News Network,stay home. call your doctor to talk about your symptoms and let them know youre coming for an appointment so they can prepare for your visit.
Individual Response - Being Infected,162,what should you do if you suspect you have covid,Quora,stay home. call your doctor to talk about your symptoms and let them know youre coming for an appointment so they can prepare for your visit.
Individual Response - Being Infected,162,what should i do if i had close contact with someone who has covid,Quora,stay home. call your doctor to talk about your symptoms and let them know youre coming for an appointment so they can prepare for your visit.
Individual Response - Being Infected,162,what would you do if you found out you had covid,Quora,stay home. call your doctor to talk about your symptoms and let them know youre coming for an appointment so they can prepare for your visit.
Individual Response - Being Infected,162,what are the procedures that i should take if i think i have covid,Author Generated,stay home. call your doctor to talk about your symptoms and let them know youre coming for an appointment so they can prepare for your visit.
Individual Response - Being Infected,162,are there any steps that suspected covid patients should take,Author Generated,stay home. call your doctor to talk about your symptoms and let them know youre coming for an appointment so they can prepare for your visit.
Nomenclature - Biological Profile,166,what is a novel covid,Center for Disease Control,"a novel covid is a new covid that has not been previously identifed. the virus causing covid disease 2019 (covid), is not the same as the covides that commonly circulate among humans and cause mild illness, like the common cold., covids are spherical, enveloped, and the largest of positive strand rna v"
Nomenclature - Biological Profile,166,what are covids,GitHub.com/deepset-ai/COVID-QA,"a novel covid is a new covid that has not been previously identifed. the virus causing covid disease 2019 (covid), is not the same as the covides that commonly circulate among humans and cause mild illness, like the common cold., covids are spherical, enveloped, and the largest of positive strand rna v"
Nomenclature - Biological Profile,166,what is covid virus,Yahoo Search,"a novel covid is a new covid that has not been previously identifed. the virus causing covid disease 2019 (covid), is not the same as the covides that commonly circulate among humans and cause mild illness, like the common cold., covids are spherical, enveloped, and the largest of positive strand rna v"
Nomenclature - Biological Profile,166,what does it mean that covid is novel,Author Generated,"a novel covid is a new covid that has not been previously identifed. the virus causing covid disease 2019 (covid), is not the same as the covides that commonly circulate among humans and cause mild illness, like the common cold., covids are spherical, enveloped, and the largest of positive strand rna v"
Nomenclature - Biological Profile,166,how is the novel covid different,Author Generated,"a novel covid is a new covid that has not been previously identifed. the virus causing covid disease 2019 (covid), is not the same as the covides that commonly circulate among humans and cause mild illness, like the common cold., covids are spherical, enveloped, and the largest of positive strand rna v"
Nomenclature - Biological Profile,166,what is a covid,Author Generated,"a novel covid is a new covid that has not been previously identifed. the virus causing covid disease 2019 (covid), is not the same as the covides that commonly circulate among humans and cause mild illness, like the common cold., covids are spherical, enveloped, and the largest of positive strand rna v"
Societal Effects - Continuing Learning During COVID,180,while schools out how can i help my child continue learning,Center for Disease Control,"stay in touch with your childs school., talk to the school or facility about their emergency operations plan."
Societal Effects - Continuing Learning During COVID,180,how can i prepare in case my childs school child care facility or university is dismissed,Center for Disease Control,"stay in touch with your childs school., talk to the school or facility about their emergency operations plan."
Societal Effects - Continuing Learning During COVID,180,if school is cancelled how will my kid learn,Author Generated,"stay in touch with your childs school., talk to the school or facility about their emergency operations plan."
Societal Effects - Continuing Learning During COVID,180,what steps should i take to ensure my child keeps learning,Author Generated,"stay in touch with your childs school., talk to the school or facility about their emergency operations plan."
Societal Effects - Continuing Learning During COVID,180,how can i make sure my child continues to get their education,Author Generated,"stay in touch with your childs school., talk to the school or facility about their emergency operations plan."
Societal Effects - Continuing Learning During COVID,180,is my child still able to learn while in lockdown,Author Generated,"stay in touch with your childs school., talk to the school or facility about their emergency operations plan."
Other - Overseas COVID Death,202,my family member died from covid while overseas what are the requirements for returning the body to the united states,Center for Disease Control,"cdc does not require an autopsy before the remains of a person who died overseas are returned to the united states. depending on the circumstances surrounding the death, some countries may require an autopsy. , when a us citizen dies outside the united states, the deceased persons next of kin or legal representative should notify us consular officials at the department of state. "
Other - Overseas COVID Death,202,what should i do if my family member died from covid while overseas,Center for Disease Control,"cdc does not require an autopsy before the remains of a person who died overseas are returned to the united states. depending on the circumstances surrounding the death, some countries may require an autopsy. , when a us citizen dies outside the united states, the deceased persons next of kin or legal representative should notify us consular officials at the department of state. "
Other - Overseas COVID Death,202,how can i get my family member who died of covid overseas,Author Generated,"cdc does not require an autopsy before the remains of a person who died overseas are returned to the united states. depending on the circumstances surrounding the death, some countries may require an autopsy. , when a us citizen dies outside the united states, the deceased persons next of kin or legal representative should notify us consular officials at the department of state. "
Other - Overseas COVID Death,202,what do i do if my family member dies from covid in foreign country,Author Generated,"cdc does not require an autopsy before the remains of a person who died overseas are returned to the united states. depending on the circumstances surrounding the death, some countries may require an autopsy. , when a us citizen dies outside the united states, the deceased persons next of kin or legal representative should notify us consular officials at the department of state. "
Other - Overseas COVID Death,202,will i be able to get the remains of my relative if they died of covid in a foreign country,Author Generated,"cdc does not require an autopsy before the remains of a person who died overseas are returned to the united states. depending on the circumstances surrounding the death, some countries may require an autopsy. , when a us citizen dies outside the united states, the deceased persons next of kin or legal representative should notify us consular officials at the department of state. "
Other - Overseas COVID Death,202,is there a procedure to follow if covid kills one of my family members overseas,Author Generated,"cdc does not require an autopsy before the remains of a person who died overseas are returned to the united states. depending on the circumstances surrounding the death, some countries may require an autopsy. , when a us citizen dies outside the united states, the deceased persons next of kin or legal representative should notify us consular officials at the department of state. "
Transmission - Wild Animals,221,can wild animals spread the virus that causes covid to people or pets,Center for Disease Control,"currently, there is no evidence to suggest the virus that causes covid is circulating in free living wildlife in the united states, or that wildlife might be a source of infection for people in the united states. , other covides have been found in north american bats in the past, but there is currently no evidence that the virus that causes covid is present in any free living wildlife in the united states, including bats. "
Transmission - Wild Animals,221,can bats in united states spread covid back to people,Center for Disease Control,"currently, there is no evidence to suggest the virus that causes covid is circulating in free living wildlife in the united states, or that wildlife might be a source of infection for people in the united states. , other covides have been found in north american bats in the past, but there is currently no evidence that the virus that causes covid is present in any free living wildlife in the united states, including bats. "
Transmission - Wild Animals,221,is it risky to be near wild animals,Author Generated,"currently, there is no evidence to suggest the virus that causes covid is circulating in free living wildlife in the united states, or that wildlife might be a source of infection for people in the united states. , other covides have been found in north american bats in the past, but there is currently no evidence that the virus that causes covid is present in any free living wildlife in the united states, including bats. "
